_ཨཽ་_[70]   _ཨཽ་_70   _ཨཽ་_70   _ཨཽ་_70   _ཨཽ་_70   _ཨཽ་_70
_ཨེ་_58   _ཨཾ་_[63]   _ཨཾ་_63   _ཨཾ་_63   _ཨཾ་_63   _ཨཾ་_63
_ཨཿ _[63]   _ཨ་ _58   _ཨཿ _63   _ཨཿ _63   _ཨཿ _63   _ཨཿ _63
_སྦྲི་_58   _སྦི་_[66]   _ཐི་_58   _སྠི་_46   _སྠི་_46   _སྦི་_66
_ཏོ་_[100]   _ཏོ་_100   _ཏོ་_100   _ཏོ་_100   _ཏོ་_100   _ཏོ་_100
_ཟྀ་_40   _ཧྲ་_[58]   _ཧྲྀ་_46   _ཏྲཾ་_46   _ཏྲཾ་_46   _ཧྲྀ་_46
_ཀྵེདི་_40   _དི་_[83]   _དི་_83   _དི་_83   _དི་_83   _‘_58
__[83]   __83   __83   __83   __83   _དི་_58
_ཛྙཱ་_[70]   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཱུབྱེ་_40   _མཱུརྟི་_[58]   _མཱཆི་_40   _མཱུརྟི་_58   _མཱུརྟི་_58   _མཱུརྟི་_58
_ར་_[100]   _ར་_100   _ར་_100   _ར་_100   _ར་_100   _ར་_100
_ཧཾ_[70]   _ཧཾ_70   _ཧཾ_70   _ཧཾ_70   _ཧཾ_70   _ཧཾ_70
_།\n_[100]   _།\n_100   _།\n_100   _།\n_100   _།\n_100   _།\n_100
_བུསྒོ་_40   __16   _བུདྡྷོ་_40   _བུདྷོ་_[46]   _བུདྷོ་_46   _བུདྡྷ་_40
_བུསྒྱེ་_40   _བུདྡྷེ་_40   _བུདྡྷཱ་_40   _བུདྡྷ་_[52]   _བུདྡྷ་_52   _བུདྡྷ་_52
_རྔུམཱཾ_40   _བུདྡྷཱ་_40   _ནཱཾ_[58]   _ནཱཾ_58   _ནཱཾ_58   _ནཱཾ_58
_། _[91]   _ནཾ_40   _། _91   _། _91   _། _91   _། _91
_རྒྱ་_[58]   _། _58   _བྱ་_58   _ཏྲྱ་_46   _ཏྲྱ་_46   _ཏྲུ་_40
_དྷྭ་_[46]   _རྱ་_40   _དྷ་_40   _དྷཱ་_46   _དྷཱ་_46   _དྷྭ་_46
_བརྟེ་_[58]   _དྷ་_40   _བཏཱི་_40   _བཎཱི་_52   _བཎཱི་_52   _བཎཱི་_52
_མཱཾ_40   _བཏཱི་_40   _ནཱཾ_[58]   _ནཱཾ_58   _ནཱཾ_58   _ནཱཾ_58
_། _[91]   _ཧཱུཾ _40   _། _91   _། _91   _། _91   _། _91
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_བཛྲ་_[70]   _བཛྲ་_70   _བཛྲ་_70   _བཛྲ་_70   _བཛྲ་_70   _བཛྲ་_70
_ཊཱིཀྱཱ་_40   _ཏཱིཀྐཱ་_40   _ཏཱིཥྚ་_40   _ཏཱི _[46]   _ཏཱི _46   _ཏཱིཀྵུ་_40
__[66]   __66   __66   _ཀྵུ་_46   _ཀྵུ་_46   __66
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_ཏེ་_[100]   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཿ _[70]   _མཿ _70   _མཿ _70   _མཿ _70   _མཿ _70   _མཿ _70
_ཨོཾ་_[63]   _ཨོ་_58   _ཨོཾ་_63   _ཨོཾ་_63   _ཨོཾ་_63   _ཨོཾ་_63
_དུཿཁཙྪ་_40   _དུཁཙྪེ་_40   _དུཿཁཙྪེ་_[46]   _དུཿ _46   _དུཿ _46   _དུཿཁཙྪེ་_46
__[66]   __66   __66   _ཁཙྪེ་_46   _ཁཙྪེ་_46   __66
_ད་\n_[100]   _ད་\n_100   _ད་\n_100   _ད་\n_100   _ད་\n_100   _ད་\n_100
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_ཏེ་_[100]   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཿ_[70]   _མཿ_70   _མཿ_70   _མཿ_70   _མཿ_70   _མཿ_70
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_པྲཛྙཱ་_[70]   _པྲཛྙཱ་_70   _པྲཛྙཱ་_70   _པྲཛྙཱ་_70   _པྲཛྙཱ་_70   _པྲཛྙཱ་_70
_ཛྙཱ་_[63]   _ཛྷཱ་_40   _ཛྙཱ་_63   _ཛྙཱ་_63   _ཛྙཱ་_63   _ཛྙཱ་_63
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཱུཪྷ་_40   _མཱུརྟ་_40   _མཱ་_40   _མཱུནྟ་_[52]   _མཱུནྟ་_52   _མཱུནྟ་_52
_ཡེ་_[100]   _ཡེ་_100   _ཡེ་_100   _ཡེ་_100   _ཡེ་_100   _ཡེ་_100
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_ཏེ་_[100]   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཿ_[70]   _མཿ_70   _མཿ_70   _མཿ_70   _མཿ_70   _མཿ_70
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_ཛྙཱ་_[70]   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70
_ན་_[91]   _ན་_91   _ན_58   _ན་_91   _ན་_91   _ན་_91
__[83]   __83   _༐_58   __83   __83   __83
_ཀཱ་_[70]   _ཀཱ་_70   _ཀཱ་_70   _ཀཱ་_70   _ཀཱ་_70   _ཀཱ་_70
_ཡཱ་་་_40   _ཡཱ་_[63]   _ཡཱ་_63   _ཡཱ་_63   _ཡཱ་_63   _ཡཱ་_63
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_ཏེ་_[100]   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མ\n_[66]   _མ\n_66   _མཿ\n_58   _མཿ\n_58   _མཿ\n_58   _མཿ\n_58
_ཨོཾ་_[58]   _ཨོ་_58   _\n_58   _ཨོཾ་_58   _ཨོཾ་_58   _ཨོཾ་_58
_ཝཱ་_[63]   _ཝཱ་_63   _ཨོཾ་_40   _ཝཱ་_63   _ཝཱ་_63   _ཝཱ་_63
_ཐུགཱི་_40   _གཱི་_52   _ཤྲཱ་_40   _གཱི་_52   _གཱི་_52   _ _[58]
__[66]   __66   _གཱི་_46   __66   __66   _གཱི་_46
_ཤྭ་_[70]   _ཤྭ་_70   _ཤྭ་_70   _ཤྭ་_70   _ཤྭ་_70   _ཤྭ་_70
_རཱ་_[70]   _རཱ་_70   _རཱ་_70   _རཱ་_70   _རཱ་_70   _རཱ་_70
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_ཏེ་_[100]   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཿཁྱེ_40   _མི_[58]   _མཿ_40   _མཿ _52   _མཿ _52   _མཿ _52
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_ཨ་_[100]   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100
_ར་_[100]   _ར་_100   _ར་_100   _ར་_100   _ར་_100   _ར་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_ཙ་_[100]   _ཙ་_100   _ཙ་_100   _ཙ་_100   _ཙ་_100   _ཙ་_100
_ནཱ་_[70]   _ནཱ་_70   _ནཱ་_70   _ནཱ་_70   _ནཱ་_70   _ནཱ་_70
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_ཏེ་_[100]   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100   _ཏེ་_100
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_མཿ_[63]   _མ_58   _མཿ_63   _མཿ_63   _མཿ_63   _མཿ_63
_། _[75]   _། ། _58   _། _75   _།། _66   _།། _66   _། _75
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_སརྦ་_[70]   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70
_དྷནྡྲ་\n_40   _དྷརྨ་\n_40   _དྷརྨྨ་\n_40   _དྷམྨ་\n_[46]   _དྷམྨ་\n_46   _དྷམྨོ\n_40
_ཨ་_[100]   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100
_བྷཱ་_[70]   _བྷཱ་_70   _བྷཱ་_70   _བྷཱ་_70   _བྷཱ་_70   _བྷཱ་_70
_བ_[100]   _བ_100   _བ_100   _བ_100   _བ_100   _བ_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_སྭ་_[70]   _སྭ་_70   _སྭ་_70   _སྭ་_70   _སྭ་_70   _སྭ་_70
_བྷཱ་_[70]   _བྷཱ་_70   _བྷཱ་_70   _བྷཱ་_70   _བྷཱ་_70   _བྷཱ་_70
_ཇེཝ་_40   _ཝ་_[66]   _ཝ་_66   __33   __33   _ _58
_བི་_[75]   _བི་_75   _བི་_75   _ཝ་_75   _ཝ་_75   _ཝ་_75
_ཤུདྷ_40   _ཤུདྡྷ_46   _ཤུདྡྷ_46   _བི་_[75]   _བི་_75   _བི་_75
_། _[75]   _། _75   _། _75   _ཤུདྡྷ_52   _ཤུདྡྷ_52   _ཤུདྡྷ_52
_ཙགྲུ་_40   _ཙཀླུ་_40   _ཙཀྵུ་_40   _། _[75]   _། _75   _། _75
_བཛྲ_[52]   _བཛྲ_52   _བཛྲ_52   _ཙཀྵུ་_46   _ཙཀྵུ་_46   _ཙཀྵ་_40
_། _[75]   _། _75   _། _75   _བཛྲ_52   _བཛྲ_52   _བཛྲ_52
_ཨ་_[75]   _ཨ་_75   _ཨ་_75   _། _75   _། _75   _། _75
_ཨཱ་_52   _ཨཱ་_52   _ཨཱ་_52   _ཨ་_[75]   _ཨ་_75   _ཨ་_75
_སཾ་_40   _ཨོཾ་_40   _ཨཾ་_40   _ཨཱ་_[52]   _ཨཱ་_52   _ཨཱ་_52
_ཨཿ _46   _ཨ _[58]   _ཨཿ _46   _ཨཾ་_52   _ཨཾ་_52   _ཨཾ་_52
_པྲ་་_[58]   _པྲ་ _58   _པྲ་_58   _ཨཿ _52   _ཨཿ _52   _ཨཿ _52
_སྙེཀྲྀ་_40   _ཀྲྀ་_46   _ཀྲྀ་_46   _པྲཀྲྀ་_[52]   _པྲཀྲྀ་_52   _པྲཀྲྀ་_52
_ཏི_[100]   _ཏི_100   _ཏི_100   _ཏི_100   _ཏི_100   _ཏི_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_པ་\n_[91]   _པ་\n_91   _པ་\n_91   _པ་\n_91   _པ་\n_91   _ཕ་\n_58
_རི་_[100]   _རི་_100   _རི་_100   _རི་_100   _རི་_100   _རི་_100
_ཤུདྷ_40   _ཤུདྡྷེ_40   _ཤུདྡྷ_[58]   _ཤུདྡྷ_58   _ཤུདྡྷ_58   _ཤུདྡྷ_58
_༄། _58   _། _[91]   _། _91   _། _91   _། _91   _། _91
_སརྦ་_[70]   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70
_དྷསྠཱ་_40   _དྷརྨཱ་_[58]   _དྷརྨྨཱ་_40   _དྷརྨཱ་_58   _དྷརྨཱ་_58   _དྷརྨཱ་_58
_ཡ་_[100]   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100   _ཡ་_100
_དུ་_[100]   _དུ་_100   _དུ་_100   _དུ་_100   _དུ་_100   _དུ་_100
_ཏ_[100]   _ཏ_100   _ཏ_100   _ཏ_100   _ཏ_100   _ཏ_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_སརྦ་_[70]   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70
_ཏ་_[100]   _ཏ་_100   _ཏ་_100   _ཏ་_100   _ཏ་_100   _ཏ་_100
_ཐཱ་_[70]   _ཐཱ་_70   _ཐཱ་_70   _ཐཱ་_70   _ཐཱ་_70   _ཐཱ་_70
_ག་_[100]   _ག་_100   _ག་_100   _ག་_100   _ག་_100   _ག་_100
_ཏ_[100]   _ཏ_100   _ཏ_100   _ཏ_100   _ཏ_100   _ཏ_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_ཛྙཱ་_[70]   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_ཀཱ་_[70]   _ཀཱ་_70   _ཀཱ་_70   _ཀཱ་_70   _ཀཱ་_70   _ཀཱ་_70
_ཡ_[100]   _ཡ_100   _ཡ_100   _ཡ_100   _ཡ_100   _ཡ_100
_། _[91]   _། ་ _58   _། _91   _། _91   _། _91   _། _91
_མཉྫུ་_[58]   _མཉྩ་_40   _མཉྫ་_40   _མཉྫུ་_58   _མཉྫུ་_58   _མཉྫུ་_58
_ཤྲཱི_[70]   _ཤྲཱི_70   _ཤྲཱི_70   _ཤྲཱི_70   _ཤྲཱི_70   _ཤྲཱི_70
_།\n_[100]   _།\n_100   _།\n_100   _།\n_100   _།\n_100   _།\n_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_རི་_[100]   _རི་_100   _རི་_100   _རི་_100   _རི་_100   _རི་_100
_ཤུརྙི་_40   _ཤུདྡྷི་_[63]   _ཤུདྡྷི་_63   _ཤུདྡྷི་_63   _ཤུདྡྷི་_63   _ཤུདྡྷི་_63
_ཏཱ_[70]   _ཏཱ_70   _ཏཱ_70   _ཏཱ_70   _ཏཱ_70   _ཏཱ_70
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_མུ་_[100]   _མུ་_100   _མུ་_100   _མུ་_100   _མུ་_100   _མུ་_100
_པཱ་_[70]   _པཱ་_70   _པཱ་_70   _པཱ་_70   _པཱ་_70   _པཱ་_70
_དཱ་_46   _དཱ་_46   _དཱ_40   __[50]   __50   __50
_ཡེ་_[66]   _ཡེ་_66   _༐_58   __50   __50   __50
_ཏ་_[58]   __16   _པེ་_58   _དཱཡེ་_52   _དཱཡེ་_52   _དཱཡེ་_52
_ཀྱི_58   _ཏི_58   _ཏ_[83]   _ཏ_83   _ཏ_83   _ཏ_83
_། _[91]   _། _91   _། _91   _། _91   _། _91   _'། _58
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_ཨ་_[100]   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100
_ཨཱཿཉུཏེ_40   _ཨི_[58]   _ཨཱཿ_58   _ཨཱཿ_58   _ཨཱཿ_58   _ཨཱཿ_58
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_སརྦ་_[70]   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70
_ཏ་_[100]   _ཏ་_100   _ཏ་_100   _ཏ་_100   _ཏ་_100   _ཏ་_100
_ཐཱ་_[70]   _ཐཱ་_70   _ཐཱ་_70   _ཐཱ་_70   _ཐཱ་_70   _ཐཱ་_70
_ག་_[91]   _ག་_91   _ག_58   _ག་_91   _ག་_91   _ག་_91
_ཏཱ་_[63]   _ཏཱ་_63   _༐༐_58   _ཏཱ་_63   _ཏཱ་_63   _ཏཱ་_63
_ཟྀ་་_40   _ཧྲི་_[58]   _ཏཱ་_40   _ཧྲྀ་_52   _ཧྲྀ་_52   _ཧྲྀ་_52
__[83]   __83   _ཧྲྀ་_40   __83   __83   __83
_ད་_[100]   _ད་_100   _ད་_100   _ད་_100   _ད་_100   _ད་_100
_ཡ_[100]   _ཡ_100   _ཡ_100   _ཡ_100   _ཡ_100   _ཡ_100
_།\n_[100]   _།\n_100   _།\n_100   _།\n_100   _།\n_100   _།\n_100
_ཧ་_[100]   _ཧ་_100   _ཧ་_100   _ཧ་_100   _ཧ་_100   _ཧ་_100
_ར་_[100]   _ར་_100   _ར་_100   _ར་_100   _ར་_100   _ར་_100
_ཧ་_[100]   _ཧ་_100   _ཧ་_100   _ཧ་_100   _ཧ་_100   _ཧ་_100
_ར_[100]   _ར_100   _ར_100   _ར_100   _ར_100   _ར_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_ཨོཾ་_[70]   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70   _ཨོཾ་_70
_ཧཱུཾ་_40   _ཧཱུྃ་_[63]   _ཧཱུྃ་_63   _ཧཱུྃ་_63   _ཧཱུྃ་_63   _ཧཱུྃ་_63
_ཧྲཱིཿབྷ་_46   _ཧིབྷ་_40   _ཧྲཱིཿབྷ་_46   _ཧྲཱིཿ _[52]   _ཧྲཱིཿ _52   _ཧྲཱིཿ _52
_ག་_[75]   _ག་_75   _ག་_75   _བྷ་_52   _བྷ་_52   _བྷ་_52
_ཝཱན་_46   _ཝཱན་_46   _ཤྲཱན་_40   _ག་_[75]   _ག་_75   _ག་_75
_ཆེཛྙཱ་_40   _༧_[58]   _ཛྙཱ་_40   _ཝཱན་_52   _ཝཱན་_52   _ཝཱན་_52
_ན་_[58]   _ཛྙཱ་_58   _ན_58   _ཛྙཱ་_58   _ཛྙཱ་_58   _ཛྙཱ་_58
_མཱུཏྟྭཾ_40   _ན་_[66]   _༐_58   _ནམཱུཏྟི_46   _ནམཱུཏྟི_46   _ན་_66
__[83]   _མཱནྟི_40   __83   __83   __83   __83
_། _[83]   _། _83   _མཱཏྟཱི_40   _། _83   _། _83   _མཱུནྟི_40
_ཝཱ་_58   _ཝཱ་_58   _། _[66]   _ཝཱ་_58   _ཝཱ་_58   _། _66
__[83]   __83   _ཤྲཱ་_40   __83   __83   __83
_གཱི་_[58]   _ྋགི་_40   _གཱི་_58   _གཱི་_58   _གཱི་_58   _ཝཱགཱི་_40
_ཤྭ་_[70]   _ཤྭ་_70   _ཤྭ་_70   _ཤྭ་_70   _ཤྭ་_70   _ཤྭ་_70
_ར_[100]   _ར_100   _ར_100   _ར_100   _ར_100   _ར_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_མ་_[100]   _མ་_100   _མ་_100   _མ་_100   _མ་_100   _མ་_100
_ཧཱ་_[70]   _ཧཱ་_70   _ཧཱ་_70   _ཧཱ་_70   _ཧཱ་_70   _ཧཱ་_70
_བཱ་_[70]   _བཱ་_70   _བཱ་_70   _བཱ་_70   _བཱ་_70   _བཱ་_70
_གེཙ_40   _ྋཙ_40   _ཙ_[83]   _ཙ_83   _ཙ_83   _ཙ_83
_།\n_[100]   _།\n_100   _།\n_100   _།\n_100   _།\n_100   _།\n_100
_སརྦ་_[70]   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70   _སརྦ་_70
_དྷརྨ་་_40   _དྷརྨ་_[63]   _དྷརྨ་_63   _དྷརྨ་_63   _དྷརྨ་_63   _དྷརྨ་_63
_ག་_[100]   _ག་_100   _ག་_100   _ག་_100   _ག་_100   _ག་_100
_ག་_[100]   _ག་_100   _ག་_100   _ག་_100   _ག་_100   _ག་_100
_ན_[100]   _ན_100   _ན_100   _ན_100   _ན_100   _ན_100
_། _[91]   _། ་_58   _། _91   _། _91   _། _91   _། _91
__[83]   _ཀ _58   __83   __83   __83   __83
__[83]   _། _58   __83   __83   __83   __83
_ཨ་_[100]   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100   _ཨ་_100
_མ་_[100]   _མ་_100   _མ་_100   _མ་_100   _མ་_100   _མ་_100
_ལ་_[100]   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100
_སུ་_[100]   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100   _སུ་_100
_པ་_[100]   _པ་_100   _པ་_100   _པ་_100   _པ་_100   _པ་_100
_རི་_[100]   _རི་_100   _རི་_100   _རི་_100   _རི་_100   _རི་_100
_ཤུདྷེ_40   _ཤུདྡྷ_[63]   _ཤུདྡྷ_63   _ཤུདྡྷ_63   _ཤུདྡྷ_63   _ཤུདྡྷ_63
_། _[91]   _།  _58   _། _91   _། _91   _། _91   _། _91
_དྷཛྲེ་་_40   _དྷརྨ་_[58]   _དྷརྨྨ་_40   _དྷརྨ་_58   _དྷརྨ་_58   _དྷརྨ་_58
_ཉུསྲེདྷཱ་_40   _༧_[58]   _དྷཱ་_58   _དྷཱ་_58   _དྷཱ་_58   _དྷཱ་_58
__[83]   _དྷཱ་_40   __83   __83   __83   __83
_ཏུ་_[100]   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100
_ཛྙཱ་_[70]   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70   _ཛྙཱ་_70
_ན་_[100]   _ན་_100   _ན་_100   _ན་_100   _ན་_100   _ན་_100
_གསྒོ་_40   _གབྷ་_40   _གརྦྷ་_[52]   _གརྦྷ་_52   _གརྦྷ་_52   _གདྷ་_40
_ཨ་_[58]   _ཨཱ_40   _ཨཱཿ_58   _ཨཱཿ_58   _ཨཱཿ_58   _ཨཱཿ_58
_།\n_[100]   _།\n_100   _།\n_100   _།\n_100   _།\n_100   _།\n_100
_ཞེས་_[100]   _ཞེས་_100   _ཞེས་_100   _ཞེས་_100   _ཞེས་_100   _ཞེས་_100
_བརྗོད་_[100]   _བརྗོད་_100   _བརྗོད་_100   _བརྗོད་_100   _བརྗོད་_100   _བརྗོད་_100
_པས་_[100]   _པས་_100   _པས་_100   _པས་_100   _པས་_100   _པས་_100
_ཡི་_[100]   _ཡི་_100   _ཡི་_100   _ཡི་_100   _ཡི་_100   _ཡི་_100
_གེའི་_[100]   _གེའི་_100   _གེའི་_100   _གེའི་_100   _གེའི་_100   _གེའི་_100
_ཕྲེང་_[100]   _ཕྲེང་_100   _ཕྲེང་_100   _ཕྲེང་_100   _ཕྲེང་_100   _ཕྲེང་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_དེ་_[100]   _དེ་_100   _དེ་_100   _དེ་_100   _དེ་_100   _དེ་_100
_རྣམས་_[100]   _རྣམས་_100   _རྣམས་_100   _རྣམས་_100   _རྣམས་_100   _རྣམས་_100
_འོད་_[100]   _འོད་_100   _འོད་_100   _འོད་_100   _འོད་_100   _འོད་_100
_ཟེར་_[100]   _ཟེར་_100   _ཟེར་_100   _ཟེར་_100   _ཟེར་_100   _ཟེར་_100
_དང་_[100]   _དང་_100   _དང་_100   _དང་_100   _དང་_100   _དང་_100
_བཅས་_[100]   _བཅས་_100   _བཅས་_100   _བཅས་_100   _བཅས་_100   _བཅས་_100
_ནས་_[100]   _ནས་_100   _ནས་_100   _ནས་_100   _ནས་_100   _ནས་_100
_དཀྱིལ་_[91]   _དཀྱིལ་_91   _དཀྱིལ་_91   _དཀྱིལ་_91   __16   _དཀྱིལ་_91
_འཁོར་_[83]   _འཁོར་_83   _འཁོར་\n་_58   _འཁོར་_83   __16   _འཁོར་_83
__[83]   __83   _ེ_58   __83   __83   __83
__[83]   __83   __83   __83   _ལ་_58   __83
__[83]   __83   __83   __83   _འཁོར་\n  \n\n_58   __83
__[66]   __66   __66   _བསྟན་_66   _བསྟན་_66   __66
__50   __50   __50   _འགྱུར _[66]   _འགྱུར _66   _བསྟན་_58
__50   __50   __50   _རྒྱུད_[66]   _རྒྱུད_66   _འགྱུར _58
__50   __50   __50   _། _[66]   _། _66   _རྒྱུད _58
__50   __50   __50   _ངུ_[75]   _ངུ_75   _ངུ_75
__50   __50   __50   _། \n_[66]   _། \n_66   _། \n\n_58
_གྱི་_[100]   _གྱི་_100   _གྱི་_100   _གྱི་_100   _གྱི་_100   _གྱི་_100
_སྒོ་_[100]   _སྒོ་_100   _སྒོ་_100   _སྒོ་_100   _སྒོ་_100   _སྒོ་_100
_བཞི་_[100]   _བཞི་_100   _བཞི་_100   _བཞི་_100   _བཞི་_100   _བཞི་_100
_ནས་_[100]   _ནས་_100   _ནས་_100   _ནས་_100   _ནས་_100   _ནས་_100
_ཕར་_[100]   _ཕར་_100   _ཕར་_100   _ཕར་_100   _ཕར་_100   _ཕར་_100
_འཕྲོས་_[100]   _འཕྲོས་_100   _འཕྲོས་_100   _འཕྲོས་_100   _འཕྲོས་_100   _འཕྲོས་_100
_པས_[100]   _པས_100   _པས_100   _པས_100   _པས_100   _པས_100
_། _[100]   _། _100   _། _100   _། _100   _། _100   _། _100
_རབ་_[100]   _རབ་_100   _རབ་_100   _རབ་_100   _རབ་_100   _རབ་_100
_ཏུ་_[100]   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100   _ཏུ་_100
_དགའ་_[100]   _དགའ་_100   _དགའ་_100   _དགའ་_100   _དགའ་_100   _དགའ་_100
_བ་_[100]   _བ་_100   _བ་_100   _བ་_100   _བ་_100   _བ་_100
_ལ་_[100]   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100   _ལ་_100
_སོགས་_[100]   _སོགས་_100   _སོགས་_100   _སོགས་_100   _སོགས་_100   _སོགས་_100
_པའི་_[100]   _པའི་_100   _པའི་_100   _པའི་_100   _པའི་_100   _པའི་_100
_ཞིང་_[100]   _ཞིང་_100   _ཞིང་_100   _ཞིང་_100   _ཞིང་_100   _ཞིང་_100
_ཁམས་_[100]   _ཁམས་_100   _ཁམས་_100   _ཁམས་_100   _ཁམས་_100   _ཁམས་_100
_སུ་\n_[100]   _སུ་\n_100   _སུ་\n_100   _སུ་\n_100   _སུ་\n_100   _སུ་\n_100
_སངས་_[100]   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100   _སངས་_100
_རྒྱས་_[100]   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100   _རྒྱས་_100
_མཆོད་_[100]   _མཆོད་_100   _མཆོད་_100   _མཆོད་_100   _མཆོད་_100   _མཆོད་_100
